"Climate_Scenario","scenario_abbrev","Mgmt_Scenario","Scenario_Name","Model","site_name","CO2e_N2O","CO2e_CH4","CO2e_SOC","GWP","climate_desc"
1,"CC-CR",3,"1_3","APSIM","KBS",7.75410207,-0.3519601254,-14.3,-6.8978580554,"Baseline"
1,"CC-CR",3,"1_3","Daycent","KBS",10.675827162,-0.3519601254,1.10000000000001,11.4238670366,"Baseline"
1,"CC-CR",3,"1_3","RothC","KBS",9.214964616,-0.3519601254,-10.5853,-1.7222955094,"Baseline"
1,"RF05-CR",41,"1_41","APSIM","KBS",14.74225896,-0.362770686,-20.1666666666667,-5.78717839266666,"Baseline"
1,"RF05-CR",41,"1_41","Daycent","KBS",15.9525176382,-0.362770686,0.733333333333344,16.3230802855333,"Baseline"
1,"RF05-CR",41,"1_41","RothC","KBS",15.3473882991,-0.362770686,3.64356666666666,18.6281842797667,"Baseline"
1,"RF15-CR",42,"1_42","APSIM","KBS",13.44573087,-0.3629008314,-19.4333333333333,-6.35050329473333,"Baseline"
1,"RF15-CR",42,"1_42","Daycent","KBS",15.095781558,-0.3629008314,1.10000000000001,15.8328807266,"Baseline"
1,"RF15-CR",42,"1_42","RothC","KBS",14.270756214,-0.3629008314,3.96293333333333,17.8707887159333,"Baseline"
1,"RF25-CR",43,"1_43","APSIM","KBS",12.35568048,-0.362883204,-18.7,-6.70720272399997,"Baseline"
1,"RF25-CR",43,"1_43","Daycent","KBS",14.1989790228,-0.362883204,1.46666666666666,15.3027624854667,"Baseline"
1,"RF25-CR",43,"1_43","RothC","KBS",13.2773297514,-0.362883204,4.34463333333333,17.2590798807333,"Baseline"
1,"RF35-CR",44,"1_44","APSIM","KBS",11.48910906,-0.3630296925,-17.6,-6.4739206325,"Baseline"
1,"RF35-CR",44,"1_44","Daycent","KBS",13.2480271209,-0.3630296925,2.2,15.0849974284,"Baseline"
1,"RF35-CR",44,"1_44","RothC","KBS",12.36856809045,-0.3630296925,4.85943333333333,16.8649717312833,"Baseline"
1,"RR50-CR",51,"1_51","APSIM","KBS",11.05013052,-0.3754832166,-12.1,-1.4253526966,"Baseline"
1,"RR50-CR",51,"1_51","Daycent","KBS",17.9123665149,-0.3754832166,6.6,24.1368832983,"Baseline"
1,"RR50-CR",51,"1_51","RothC","KBS",14.48124851745,-0.3754832166,4.80846666666667,18.9142319675167,"Baseline"
1,"RR25-CR",52,"1_52","APSIM","KBS",12.61369824,-0.3714837048,-15.4,-3.1577854648,"Baseline"
1,"RR25-CR",52,"1_52","Daycent","KBS",17.661997782,-0.3714837048,0.733333333333344,18.0238474105333,"Baseline"
1,"RR25-CR",52,"1_52","RothC","KBS",15.137848011,-0.3714837048,4.11436666666667,18.8807309728667,"Baseline"
1,"RR00-CR",53,"1_53","APSIM","KBS",16.80426033,-0.3626987598,-20.5333333333333,-4.09177176313333,"Baseline"
1,"RR00-CR",53,"1_53","Daycent","KBS",16.568972277,-0.3626987598,0.36666666666667,16.5729401838667,"Baseline"
1,"RR00-CR",53,"1_53","RothC","KBS",16.6866163035,-0.3626987598,3.32089999999998,19.6448175437,"Baseline"
1,"RR50-NT-CR",54,"1_54","APSIM","KBS",11.33236533,-0.4320727803,-10.2666666666667,0.633625883033333,"Baseline"
1,"RR50-NT-CR",54,"1_54","Daycent","KBS",16.0775724681,-0.4320727803,-10.6333333333333,5.01216635446667,"Baseline"
1,"RR50-NT-CR",54,"1_54","RothC","KBS",13.70496889905,-0.4320727803,4.98776666666667,18.2606627854167,"Baseline"
1,"RR25-NT-CR",55,"1_55","APSIM","KBS",12.9142299,-0.426377718,-13.9333333333333,-1.44548115133333,"Baseline"
1,"RR25-NT-CR",55,"1_55","Daycent","KBS",15.5589195333,-0.426377718,-16.8666666666667,-1.73412485136666,"Baseline"
1,"RR25-NT-CR",55,"1_55","RothC","KBS",14.23657471665,-0.426377718,4.3732333333333,18.1834303319833,"Baseline"
1,"RR00-NT-CR",56,"1_56","APSIM","KBS",17.12746893,-0.4195091943,-19.8,-3.0920402643,"Baseline"
1,"RR00-NT-CR",56,"1_56","Daycent","KBS",15.5984279022,-0.4195091943,-23.1,-7.9210812921,"Baseline"
1,"RR00-NT-CR",56,"1_56","RothC","KBS",16.3629484161,-0.4195091943,3.75466666666667,19.6981058884667,"Baseline"
1,"BC19-CR",61,"1_61","APSIM","KBS",15.92934057,NA,-16.5,-0.570659430000001,"Baseline"
1,"BC38-CR",62,"1_62","APSIM","KBS",15.54084675,NA,-13.5666666666667,1.97418008333333,"Baseline"
1,"BC57-CR",63,"1_63","APSIM","KBS",15.19079991,NA,-10.6333333333334,4.55746657666663,"Baseline"
1,"BC76-CR",64,"1_64","APSIM","KBS",14.8907187,NA,-7.69999999999996,7.19071870000004,"Baseline"
1,"BC96-CR",65,"1_65","APSIM","KBS",14.61193734,NA,-5.5,9.11193734,"Baseline"
5,"CC-CR",3,"5_3","APSIM","KBS",9.43524582,-0.3537433377,-9.16666666666667,-0.0851641843666656,"UKESM"
5,"CC-CR",3,"5_3","Daycent","KBS",10.8464616117,-0.3537433377,8.06666666666667,18.5593849406667,"UKESM"
5,"CC-CR",3,"5_3","RothC","KBS",10.14085371585,-0.3537433377,1.57409999999999,11.36121037815,"UKESM"
5,"RF05-CR",41,"5_41","APSIM","KBS",18.17168067,-0.3674661723,-13.2,4.6042144977,"UKESM"
5,"RF05-CR",41,"5_41","Daycent","KBS",15.5604086352,-0.3674661723,8.43333333333333,23.6262757962333,"UKESM"
5,"RF05-CR",41,"5_41","RothC","KBS",16.8660446526,-0.3674661723,9.4567,25.9552784803,"UKESM"
5,"RF15-CR",42,"5_42","APSIM","KBS",16.77097422,-0.3675912732,-12.8333333333333,3.57004961346667,"UKESM"
5,"RF15-CR",42,"5_42","Daycent","KBS",14.7040248498,-0.3675912732,8.8,23.1364335766,"UKESM"
5,"RF15-CR",42,"5_42","RothC","KBS",15.7374995349,-0.3675912732,9.68,25.0499082617,"UKESM"
5,"RF25-CR",43,"5_43","APSIM","KBS",15.54883044,-0.3676763925,-12.1,3.0811540475,"UKESM"
5,"RF25-CR",43,"5_43","Daycent","KBS",13.8575850699,-0.3676763925,9.16666666666667,22.6565753440667,"UKESM"
5,"RF25-CR",43,"5_43","RothC","KBS",14.70320775495,-0.3676763925,9.9198,24.25533136245,"UKESM"
5,"RF35-CR",44,"5_44","APSIM","KBS",14.5175316,-0.3678115545,-11,3.1497200455,"UKESM"
5,"RF35-CR",44,"5_44","Daycent","KBS",13.018134558,-0.3678115545,9.16666666666667,21.8169896701667,"UKESM"
5,"RF35-CR",44,"5_44","RothC","KBS",13.767833079,-0.3678115545,10.2017666666667,23.6017881911667,"UKESM"
5,"RR50-CR",51,"5_51","APSIM","KBS",14.8791357,-0.3747318084,-9.9,4.6044038916,"UKESM"
5,"RR50-CR",51,"5_51","Daycent","KBS",17.2395585219,-0.3747318084,13.5666666666667,30.4314933801667,"UKESM"
5,"RR50-CR",51,"5_51","RothC","KBS",16.05934711095,-0.3747318084,10.4027,26.08731530255,"UKESM"
5,"RR25-CR",52,"5_52","APSIM","KBS",16.32836634,-0.3726353718,-11.7333333333333,4.22239763486666,"UKESM"
5,"RR25-CR",52,"5_52","Daycent","KBS",17.2982256018,-0.3726353718,9.53333333333333,26.4589235633333,"UKESM"
5,"RR25-CR",52,"5_52","RothC","KBS",16.8132959709,-0.3726353718,9.84316666666667,26.2838272657667,"UKESM"
5,"RR00-CR",53,"5_53","APSIM","KBS",20.66206428,-0.367330815,-14.3,5.994733465,"UKESM"
5,"RR00-CR",53,"5_53","Daycent","KBS",16.1534926839,-0.367330815,8.06666666666667,23.8528285355667,"UKESM"
5,"RR00-CR",53,"5_53","RothC","KBS",18.40777848195,-0.367330815,9.25173333333333,27.2921810002833,"UKESM"
5,"RR50-NT-CR",54,"5_54","APSIM","KBS",14.6336619,-0.4367972466,-8.8,5.3968646534,"UKESM"
5,"RR50-NT-CR",54,"5_54","Daycent","KBS",15.9372556629,-0.4367972466,-2.56666666666668,12.9337917496333,"UKESM"
5,"RR50-NT-CR",54,"5_54","RothC","KBS",15.28545878145,-0.4367972466,10.8771666666667,25.7258282015167,"UKESM"
5,"RR25-NT-CR",55,"5_55","APSIM","KBS",16.01656485,-0.4331330289,-10.6333333333333,4.95009848776667,"UKESM"
5,"RR25-NT-CR",55,"5_55","Daycent","KBS",16.0998821412,-0.4331330289,-8.06666666666667,7.60008244563334,"UKESM"
5,"RR25-NT-CR",55,"5_55","RothC","KBS",16.0582234956,-0.4331330289,10.4529333333333,26.0780238000333,"UKESM"
5,"RR00-NT-CR",56,"5_56","APSIM","KBS",20.41507182,-0.4284312093,-13.5666666666667,6.41997394403333,"UKESM"
5,"RR00-NT-CR",56,"5_56","Daycent","KBS",15.8317741725,-0.4284312093,-12.8333333333333,2.57000962986667,"UKESM"
5,"RR00-NT-CR",56,"5_56","RothC","KBS",18.12342299625,-0.4284312093,10.054,27.74899178695,"UKESM"
5,"BC19-CR",61,"5_61","APSIM","KBS",19.45819161,NA,-10.2666666666667,9.19152494333333,"UKESM"
5,"BC38-CR",62,"5_62","APSIM","KBS",19.05474714,NA,-6.96666666666667,12.0880804733333,"UKESM"
5,"BC57-CR",63,"5_63","APSIM","KBS",18.66743307,NA,-3.30000000000002,15.36743307,"UKESM"
5,"BC76-CR",64,"5_64","APSIM","KBS",18.31596195,NA,-0.366666666666646,17.9492952833334,"UKESM"
5,"BC96-CR",65,"5_65","APSIM","KBS",17.98856202,NA,2.20000000000003,20.18856202,"UKESM"
1,"CC-CR",3,"1_3","APSIM","LRF",5.42331933,-0.60621755328,0,4.81710177672,"Baseline"
1,"CC-CR",3,"1_3","Daycent","LRF",4.8093625008,-0.60621755328,-6.23333333333333,-2.03018838581333,"Baseline"
1,"CC-CR",3,"1_3","RothC","LRF",5.1163409154,-0.60621755328,-0.817666666666667,3.69245669545333,"Baseline"
1,"RF05-CR",41,"1_41","APSIM","LRF",5.25094284,-0.57239153064,0,4.67855130936,"Baseline"
1,"RF05-CR",41,"1_41","Daycent","LRF",4.788106752,-0.57239153064,-2.93333333333334,1.28238188802666,"Baseline"
1,"RF05-CR",41,"1_41","RothC","LRF",5.019524796,-0.57239153064,-0.84131666666667,3.60581659869333,"Baseline"
1,"RF15-CR",42,"1_42","APSIM","LRF",4.95305382,-0.57471451128,0,4.37833930872,"Baseline"
1,"RF15-CR",42,"1_42","Daycent","LRF",4.6605069654,-0.57471451128,-2.20000000000001,1.88579245411999,"Baseline"
1,"RF15-CR",42,"1_42","RothC","LRF",4.8067803927,-0.57471451128,-0.4906,3.74146588142,"Baseline"
1,"RF25-CR",43,"1_43","APSIM","LRF",4.66141104,-0.57713446296,0.366666666666665,4.45094324370667,"Baseline"
1,"RF25-CR",43,"1_43","Daycent","LRF",4.5289798554,-0.57713446296,-1.10000000000001,2.85184539243999,"Baseline"
1,"RF25-CR",43,"1_43","RothC","LRF",4.5951954477,-0.57713446296,-0.140433333333332,3.87762765140667,"Baseline"
1,"RF35-CR",44,"1_44","APSIM","LRF",4.38470604,-0.57959865,0,3.80510739,"Baseline"
1,"RF35-CR",44,"1_44","Daycent","LRF",4.3971858645,-0.57959865,-0.366666666666674,3.45092054783333,"Baseline"
1,"RF35-CR",44,"1_44","RothC","LRF",4.39094595225,-0.57959865,0.217616666666667,4.02896396891667,"Baseline"
1,"RR50-CR",51,"1_51","APSIM","LRF",3.71223138,-0.60072717168,0,3.11150420832,"Baseline"
1,"RR50-CR",51,"1_51","Daycent","LRF",4.9397944167,-0.60072717168,-2.20000000000001,2.13906724501999,"Baseline"
1,"RR50-CR",51,"1_51","RothC","LRF",4.32601289835,-0.60072717168,-0.147216666666669,3.57806906000333,"Baseline"
1,"RR25-CR",52,"1_52","APSIM","LRF",4.43701401,-0.59376653424,0,3.84324747576,"Baseline"
1,"RR25-CR",52,"1_52","Daycent","LRF",4.7807907576,-0.59376653424,-5.5,-1.31297577664,"Baseline"
1,"RR25-CR",52,"1_52","RothC","LRF",4.6089023838,-0.59376653424,-0.416166666666667,3.59896918289333,"Baseline"
1,"RR00-CR",53,"1_53","APSIM","LRF",5.39216964,-0.57126718944,0.366666666666665,5.18756911722666,"Baseline"
1,"RR00-CR",53,"1_53","Daycent","LRF",4.8537376602,-0.57126718944,-3.66666666666667,0.615803804093333,"Baseline"
1,"RR00-CR",53,"1_53","RothC","LRF",5.1229536501,-0.57126718944,-1.01273333333333,3.53895312732667,"Baseline"
1,"RR50-NT-CR",54,"1_54","APSIM","LRF",3.83618664,-0.5790611582496,0,3.2571254817504,"Baseline"
1,"RR50-NT-CR",54,"1_54","Daycent","LRF",3.8887086381,-0.5790611582496,-13.2,-9.8903525201496,"Baseline"
1,"RR50-NT-CR",54,"1_54","RothC","LRF",3.86244763905,-0.5790611582496,0.175083333333332,3.45846981413373,"Baseline"
1,"RR25-NT-CR",55,"1_55","APSIM","LRF",4.62989241,-0.5681059916796,-0.73333333333333,3.32845308498707,"Baseline"
1,"RR25-NT-CR",55,"1_55","Daycent","LRF",3.8970039966,-0.5681059916796,-15.4,-12.0711019950796,"Baseline"
1,"RR25-NT-CR",55,"1_55","RothC","LRF",4.2634482033,-0.5681059916796,0.127233333333333,3.82257554495373,"Baseline"
1,"RR00-NT-CR",56,"1_56","APSIM","LRF",5.58283011,-0.5572634953536,-1.1,3.9255666146464,"Baseline"
1,"RR00-NT-CR",56,"1_56","Daycent","LRF",3.8959758981,-0.5572634953536,-17.6,-14.2612875972536,"Baseline"
1,"RR00-NT-CR",56,"1_56","RothC","LRF",4.73940300405,-0.5572634953536,0.0634333333333352,4.24557284202974,"Baseline"
1,"BC19-CR",61,"1_61","APSIM","LRF",3.95055375,NA,2.93333333333334,6.88388708333334,"Baseline"
1,"BC38-CR",62,"1_62","APSIM","LRF",3.93864042,NA,5.86666666666667,9.80530708666667,"Baseline"
1,"BC57-CR",63,"1_63","APSIM","LRF",3.88479663,NA,8.43333333333333,12.3181299633333,"Baseline"
1,"BC76-CR",64,"1_64","APSIM","LRF",3.82996614,NA,10.6333333333333,14.4632994733333,"Baseline"
1,"BC96-CR",65,"1_65","APSIM","LRF",3.77705328,NA,14.3,18.07705328,"Baseline"
1,"CN",7,"1_7","APSIM","LRF",5.51023473,-0.58062310272,-1.46666666666667,3.46294496061333,"Baseline"
1,"CN",7,"1_7","Daycent","LRF",3.4630894584,-0.58062310272,0.73333333333333,3.61579968901333,"Baseline"
1,"CN",7,"1_7","RothC","LRF",4.4866620942,-0.58062310272,0.638916666666667,4.54495565814667,"Baseline"
1,"CC-NT-CR",8,"1_8","APSIM","LRF",5.53513818,-0.5744525063472,-0.733333333333333,4.22735234031947,"Baseline"
1,"CC-NT-CR",8,"1_8","Daycent","LRF",3.6563165925,-0.5744525063472,-16.8666666666667,-13.7848025805139,"Baseline"
1,"CC-NT-CR",8,"1_8","RothC","LRF",4.59572738625,-0.5744525063472,-0.0476666666666696,3.97360821323613,"Baseline"
5,"CC-CR",3,"5_3","APSIM","LRF",5.02855782,-0.60205755384,1.1,5.52650026616,"UKESM"
5,"CC-CR",3,"5_3","Daycent","LRF",4.8464136435,-0.60205755384,-5.13333333333333,-0.888977243673333,"UKESM"
5,"CC-CR",3,"5_3","RothC","LRF",4.93748573175,-0.60205755384,-1.57868333333333,2.75674484457667,"UKESM"
5,"RF05-CR",41,"5_41","APSIM","LRF",5.18706474,-0.56712189168,1.83333333333333,6.45327618165333,"UKESM"
5,"RF05-CR",41,"5_41","Daycent","LRF",4.9659335154,-0.56712189168,-2.93333333333334,1.46547829038666,"UKESM"
5,"RF05-CR",41,"5_41","RothC","LRF",5.0764991277,-0.56712189168,-1.11466666666667,3.39471056935333,"UKESM"
5,"RF15-CR",42,"5_42","APSIM","LRF",4.92046698,-0.56990023488,1.46666666666667,5.81723341178667,"UKESM"
5,"RF15-CR",42,"5_42","Daycent","LRF",4.8332041329,-0.56990023488,-2.20000000000001,2.06330389801999,"UKESM"
5,"RF15-CR",42,"5_42","RothC","LRF",4.87683555645,-0.56990023488,-0.74195,3.56498532157,"UKESM"
5,"RF25-CR",43,"5_43","APSIM","LRF",4.65236343,-0.5727432492,1.83333333333333,5.91295351413333,"UKESM"
5,"RF25-CR",43,"5_43","Daycent","LRF",4.6999478955,-0.5727432492,-1.10000000000001,3.02720464629999,"UKESM"
5,"RF25-CR",43,"5_43","RothC","LRF",4.67615566275,-0.5727432492,-0.363916666666668,3.73949574688333,"UKESM"
5,"RF35-CR",44,"5_44","APSIM","LRF",4.39375365,-0.57569801472,2.2,6.01805563528,"UKESM"
5,"RF35-CR",44,"5_44","Daycent","LRF",4.5610581159,-0.57569801472,0,3.98536010118,"UKESM"
5,"RF35-CR",44,"5_44","RothC","LRF",4.47740588295,-0.57569801472,0.0165000000000006,3.91820786823,"UKESM"
5,"RR50-CR",51,"5_51","APSIM","LRF",3.69920265,-0.5968424052,0.733333333333333,3.83569357813333,"UKESM"
5,"RR50-CR",51,"5_51","Daycent","LRF",5.0939291403,-0.5968424052,-1.46666666666666,3.03042006843334,"UKESM"
5,"RR50-CR",51,"5_51","RothC","LRF",4.39656589515,-0.5968424052,-0.5709,3.22882348995,"UKESM"
5,"RR25-CR",52,"5_52","APSIM","LRF",4.39176738,-0.5899301172,1.46666666666667,5.26850392946667,"UKESM"
5,"RR25-CR",52,"5_52","Daycent","LRF",4.9547728659,-0.5899301172,-5.13333333333333,-0.768490584633333,"UKESM"
5,"RR25-CR",52,"5_52","RothC","LRF",4.67327012295,-0.5899301172,-0.836916666666667,3.24642333908333,"UKESM"
5,"RR00-CR",53,"5_53","APSIM","LRF",5.32993032,-0.56578919904,1.83333333333333,6.59747445429333,"UKESM"
5,"RR00-CR",53,"5_53","Daycent","LRF",5.0311044498,-0.56578919904,-3.3,1.16531525076,"UKESM"
5,"RR00-CR",53,"5_53","RothC","LRF",5.1805173849,-0.56578919904,-1.29616666666667,3.31856151919333,"UKESM"
5,"RR50-NT-CR",54,"5_54","APSIM","LRF",3.75723348,-0.5769697366404,1.1,4.2802637433596,"UKESM"
5,"RR50-NT-CR",54,"5_54","Daycent","LRF",4.0787258226,-0.5769697366404,-12.8333333333333,-9.33157724737373,"UKESM"
5,"RR50-NT-CR",54,"5_54","RothC","LRF",3.9179796513,-0.5769697366404,-0.127966666666668,3.21304324799293,"UKESM"
5,"RR25-NT-CR",55,"5_55","APSIM","LRF",4.39357347,-0.564858292068,1.46666666666667,5.29538184459867,"UKESM"
5,"RR25-NT-CR",55,"5_55","Daycent","LRF",4.0542656154,-0.564858292068,-15.0333333333333,-11.5439260100013,"UKESM"
5,"RR25-NT-CR",55,"5_55","RothC","LRF",4.2239195427,-0.564858292068,-0.132366666666667,3.52669458396533,"UKESM"
5,"RR00-NT-CR",56,"5_56","APSIM","LRF",5.37421599,-0.55227278007,2.56666666666666,7.38860987659666,"UKESM"
5,"RR00-NT-CR",56,"5_56","Daycent","LRF",4.0676783862,-0.55227278007,-17.2333333333333,-13.7179277272033,"UKESM"
5,"RR00-NT-CR",56,"5_56","RothC","LRF",4.7209471881,-0.55227278007,-0.138783333333332,4.02989107469667,"UKESM"
5,"BC19-CR",61,"5_61","APSIM","LRF",3.70681311,NA,3.3,7.00681311,"UKESM"
5,"BC38-CR",62,"5_62","APSIM","LRF",3.68342832,NA,5.5,9.18342832,"UKESM"
5,"BC57-CR",63,"5_63","APSIM","LRF",3.63497277,NA,8.06666666666667,11.7016394366667,"UKESM"
5,"BC76-CR",64,"5_64","APSIM","LRF",3.58907406,NA,10.6333333333333,14.2224073933333,"UKESM"
5,"BC96-CR",65,"5_65","APSIM","LRF",3.62313237,NA,13.9333333333333,17.5564657033333,"UKESM"
5,"CN",7,"5_7","APSIM","LRF",5.20702611,-0.57640248792,-0.733333333333333,3.89729028874667,"UKESM"
5,"CN",7,"5_7","Daycent","LRF",3.6004054086,-0.57640248792,0.73333333333333,3.75733625401333,"UKESM"
5,"CN",7,"5_7","RothC","LRF",4.4037157593,-0.57640248792,0.656516666666667,4.48382993804667,"UKESM"
5,"CC-NT-CR",8,"5_8","APSIM","LRF",5.16173658,-0.5721620501556,1.83333333333333,6.42290786317773,"UKESM"
5,"CC-NT-CR",8,"5_8","Daycent","LRF",3.7244827191,-0.5721620501556,-16.5,-13.3476793310556,"UKESM"
5,"CC-NT-CR",8,"5_8","RothC","LRF",4.44310964955,-0.5721620501556,-0.221283333333336,3.64966426606106,"UKESM"
